"FIPS.code","rural_urban_class","fromYear"
16053,5,1990
16053,5,2010
16055,4,2000
16055,4,1990
16055,4,2010
16057,5,2000
16057,5,1990
16057,5,2010
16059,6,2000
16059,6,1990
16059,6,2010
16049,6,2000
16049,6,1990
16061,6,2010
16063,5,2000
16063,5,1990
16063,5,2010
16065,5,2000
16065,5,1990
16065,5,2010
16053,5,2000
16067,5,1990
16067,5,2010
16069,4,2000
16069,4,1990
16069,4,2010
16071,6,2000
16071,6,1990
16071,6,2010
16039,3,2000
16039,3,1990
16073,3,2010
16075,5,2000
16075,5,1990
16075,5,2010
16005,6,2000
16005,6,1990
16077,6,2010
16055,6,2000
16055,6,1990
16079,6,2010
16081,5,2000
16081,5,1990
16081,5,2010
16083,5,2000
16083,5,1990
16083,5,2010
16085,6,2000
16085,6,1990
16085,6,2010
16087,6,2000
16087,6,1990
16087,6,2010
17001,5,2000
17001,5,1990
17001,5,2010
17181,4,2000
17181,4,1990
17003,4,2010
17005,2,2000
17005,2,1990
17005,2,2010
17007,3,2000
17007,3,1990
17007,3,2010
17009,6,2000
17009,6,1990
17009,6,2010
17103,5,2000
17011,5,1990
17011,5,2010
17013,2,2000
17013,2,1990
17013,2,2010
17015,6,2000
17015,6,1990
17015,6,2010
17017,6,2000
17017,6,1990
17017,6,2010
17019,4,2000
17019,4,1990
17019,4,2010
17167,5,2000
17167,5,1990
17021,5,2010
17023,6,2000
17023,6,1990
17023,6,2010
17191,6,2000
17191,6,1990
17025,6,2010
17027,2,2000
17027,2,1990
17027,2,2010
17029,5,2000
17029,5,1990
17029,5,2010
17031,1,2000
17031,1,1990
17031,1,2010
17033,6,2000
17033,6,1990
17033,6,2010
17035,5,2000
17035,5,1990
17035,5,2010
17089,2,2000
17089,2,1990
17037,2,2010
17039,4,2000
17039,4,1990
17039,4,2010
17041,6,2000
17041,6,1990
17041,6,2010
17043,2,2000
17043,2,1990
17043,2,2010
17045,6,2000
17045,6,1990
17045,6,2010
17185,6,2000
17185,6,1990
17047,6,2010
17049,5,2000
17049,5,1990
17049,5,2010
17051,6,2000
17051,6,1990
17051,6,2010
17053,4,2000
17053,4,1990
17053,4,2010
17199,6,2000
17199,6,1990
17055,6,2010
17057,5,2000
17057,5,1990
17057,5,2010
17059,6,2000
17059,6,1990
17059,6,2010
17061,6,2000
17061,6,1990
17061,6,2010
17197,2,2000
17197,2,1990
17063,2,2010
17165,6,2000
17165,6,1990
17065,6,2010
17067,5,2000
17067,5,1990
17067,5,2010
17069,6,2000
17069,6,1990
17069,6,2010
17071,5,2000
17071,5,1990
17071,5,2010
17073,3,2000
17073,3,1990
17073,3,2010
17075,6,2000
17075,6,1990
17075,6,2010
17199,4,2000
17077,4,1990
17077,4,2010
17079,6,2000
17079,6,1990
17079,6,2010
17081,5,2000
17081,5,1990
17081,5,2010
17083,2,2000
17083,2,1990
17083,2,2010
17177,6,2000
17177,6,1990
17085,6,2010
17087,6,2000
17087,6,1990
17087,6,2010
17089,2,2000
17089,2,1990
17089,2,2010
17091,4,2000
17091,4,1990
17091,4,2010
17197,2,2000
17197,2,1990
17093,2,2010
17095,5,2000
17095,5,1990
17095,5,2010
17031,2,2000
17031,2,1990
17097,2,2010
17099,5,2000
17099,5,1990
17099,5,2010
17101,6,2000
17101,6,1990
17101,6,2010
17103,5,2000
17103,5,1990
17103,5,2010
17105,5,2000
17105,5,1990
17105,5,2010
17107,5,2000
17107,5,1990
17107,5,2010
17109,5,2000
17109,5,1990
17109,5,2010
17111,2,2000
17111,2,1990
17111,2,2010
17113,4,2000
17113,4,1990
17113,4,2010
17115,4,2000
17115,4,1990
17115,4,2010
17117,2,2000
17117,2,1990
17117,2,2010
17119,2,2000
17119,2,1990
17119,2,2010
17121,5,2000
17121,5,1990
17121,5,2010
17123,3,2000
17123,3,1990
17123,3,2010
17125,6,2000
17125,6,1990
17125,6,2010
17127,5,2000
17127,5,1990
17127,5,2010
17167,4,2000
17167,4,1990
17129,4,2010
17131,3,2000
17131,3,1990
17131,3,2010
17133,2,2000
17133,2,1990
17133,2,2010
17135,6,2000
17135,6,1990
17135,6,2010
17137,5,2000
17137,5,1990
17137,5,2010
17173,6,2000
17173,6,1990
17139,6,2010
17201,5,2000
17201,5,1990
17141,5,2010
17143,3,2000
17143,3,1990
17143,3,2010
17055,6,2000
17055,6,1990
17145,6,2010
17147,4,2000
17147,4,1990
17147,4,2010
17001,6,2000
17001,6,1990
17149,6,2010
17151,6,2000
17151,6,1990
17151,6,2010
17153,6,2000
17153,6,1990
17153,6,2010
17123,5,2000
17123,5,1990
17155,5,2010
17163,6,2000
17163,6,1990
17157,6,2010
17159,6,2000
17159,6,1990
17159,6,2010
17161,3,2000
17161,3,1990
17161,3,2010
17163,2,2000
17163,2,1990
17163,2,2010
17165,6,2000
17165,6,1990
17165,6,2010
17167,4,2000
17167,4,1990
17167,4,2010
17109,6,2000
17109,6,1990
17169,6,2010
17171,5,2000
17171,5,1990
17171,5,2010
17173,6,2000
17173,6,1990
17173,6,2010
17073,3,2000
17073,3,1990
17175,3,2010
17177,5,2000
17177,5,1990
17177,5,2010
17179,3,2000
17179,3,1990
17179,3,2010
17181,6,2000
17181,6,1990
17181,6,2010
17019,4,2000
17019,4,1990
17183,4,2010
17185,6,2000
17185,6,1990
17185,6,2010
17187,6,2000
17187,6,1990
17187,6,2010
17189,6,2000
17189,6,1990
17189,6,2010
17191,6,2000
17191,6,1990
17191,6,2010
17193,6,2000
17193,6,1990
17193,6,2010
17195,5,2000
17195,5,1990
17195,5,2010
17031,2,2000
17031,2,1990
17197,2,2010
17199,4,2000
17199,4,1990
17199,4,2010
17201,3,2000
17201,3,1990
17201,3,2010
17179,3,2000
17179,3,1990
17203,3,2010
18001,5,2000
18001,5,1990
18001,5,2010
18003,3,2000
18003,3,1990
18003,3,2010
18005,4,2000
18005,4,1990
18005,4,2010
18007,4,2000
18007,4,1990
18007,4,2010
18009,6,2000
18009,6,1990
18009,6,2010
18011,2,2000
18011,2,1990
18011,2,2010
18013,2,2000
18013,2,1990
18013,2,2010
18015,4,2000
18015,4,1990
18015,4,2010
18017,5,2000
18017,5,1990
18017,5,2010
18019,2,2000
18019,2,1990
18019,2,2010
18021,4,2000
18021,4,1990
18021,4,2010
18023,5,2000
18023,5,1990
18023,5,2010
18025,6,2000
18025,6,1990
18025,6,2010
18027,5,2000
18027,5,1990
18027,5,2010
18029,2,2000
18029,2,1990
18029,2,2010
18031,5,2000
18031,5,1990
18031,5,2010
18003,5,2000
18003,5,1990
18033,5,2010
18035,4,2000
18035,4,1990
18035,4,2010
18037,5,2000
18037,5,1990
18037,5,2010
18039,4,2000
18039,4,1990
18039,4,2010
18041,5,2000
18041,5,1990
18041,5,2010
18043,2,2000
18043,2,1990
18043,2,2010
18045,6,2000
18045,6,1990
18045,6,2010
18047,6,2000
18047,6,1990
18047,6,2010
18099,6,2000
18099,6,1990
18049,6,2010
18051,6,2000
18051,6,1990
18051,6,2010
18053,5,2000
18053,5,1990
18053,5,2010
18055,6,2000
18055,6,1990
18055,6,2010
18057,2,2000
18057,2,1990
18057,2,2010
18059,2,2000
18059,2,1990
18059,2,2010
18043,2,2000
18043,2,1990
18061,2,2010
18063,2,2000
18063,2,1990
18063,2,2010
18065,5,2000
18065,5,1990
18065,5,2010
18067,4,2000
18067,4,1990
18067,4,2010
18003,5,2000
18003,5,1990
18069,5,2010
18071,5,2000
18071,5,1990
18071,5,2010
18073,2,2000
18073,2,1990
18073,2,2010
18075,6,2000
18075,6,1990
18075,6,2010
18077,5,2000
18077,5,1990
18077,5,2010
18079,5,2000
18079,5,1990
18079,5,2010
18081,2,2000
18081,2,1990
18081,2,2010
18083,5,2000
18083,5,1990
18083,5,2010
18085,5,2000
18085,5,1990
18085,5,2010
18087,6,2000
18087,6,1990
18087,6,2010
18089,2,2000
18089,2,1990
18089,2,2010
18091,4,2000
18091,4,1990
18091,4,2010
18093,5,2000
18093,5,1990
18093,5,2010
18095,2,2000
18095,2,1990
18095,2,2010
18097,1,2000
18097,1,1990
18097,1,2010
18099,5,2000
18099,5,1990
18099,5,2010
18101,6,2000
18101,6,1990
18101,6,2010
18103,5,2000
18103,5,1990
18103,5,2010
18105,4,2000
18105,4,1990
18105,4,2010
18107,5,2000
18107,5,1990
18107,5,2010
18109,2,2000
18109,2,1990
18109,2,2010
18111,2,2000
18111,2,1990
18111,2,2010
18113,5,2000
18113,5,1990
18113,5,2010
18115,2,2000
18115,2,1990
18115,2,2010
18117,6,2000
18117,6,1990
18117,6,2010
18119,4,2000
18119,4,1990
18119,4,2010
18167,6,2000
18167,6,1990
18121,6,2010
18123,6,2000
18123,6,1990
18123,6,2010
18125,5,2000
18125,5,1990
18125,5,2010
18127,2,2000
18127,2,1990
18127,2,2010
18129,3,2000
18129,3,1990
18129,3,2010
18131,6,2000
18131,6,1990
18131,6,2010
18133,2,2000
18133,2,1990
18133,2,2010
18135,6,2000
18135,6,1990
18135,6,2010
18029,6,2000
18029,6,1990
18137,6,2010
18139,6,2000
18139,6,1990
18139,6,2010
18141,3,2000
18141,3,1990
18141,3,2010
18143,2,2000
18143,2,1990
18143,2,2010
18145,2,2000
18145,2,1990
18145,2,2010
18147,6,2000
18147,6,1990
18147,6,2010
18149,6,2000
18149,6,1990
18149,6,2010
18151,5,2000
18151,5,1990
18151,5,2010
18153,4,2000
18153,4,1990
18153,4,2010
18155,6,2000
18155,6,1990
18155,6,2010
18157,4,2000
18157,4,1990
18157,4,2010
18159,6,2000
18159,6,1990
18159,6,2010
18161,2,2000
18161,2,1990
18161,2,2010
18163,3,2000
18163,3,1990
18163,3,2010
18165,4,2000
18165,4,1990
18165,4,2010
18167,4,2000
18167,4,1990
18167,4,2010
18169,5,2000
18169,5,1990
18169,5,2010
18171,6,2000
18171,6,1990
18171,6,2010
18173,3,2000
18173,3,1990
18173,3,2010
18019,2,2000
18019,2,1990
18175,2,2010
18177,5,2000
18177,5,1990
18177,5,2010
18179,3,2000
18179,3,1990
18179,3,2010
18181,6,2000
18181,6,1990
18181,6,2010
18183,3,2000
18183,3,1990
18183,3,2010
19175,6,2000
19175,6,1990
19001,6,2010
19137,6,2000
19137,6,1990
19003,6,2010
19005,6,2000
19005,6,1990
19005,6,2010
19007,6,2000
19007,6,1990
19007,6,2010
19009,6,2000
19009,6,1990
19009,6,2010
19011,3,2000
19011,3,1990
19011,3,2010
19013,4,2000
19013,4,1990
19013,4,2010
19169,5,2000
19169,5,1990
19015,5,2010
19013,4,2000
19013,4,1990
19017,4,2010
19019,6,2000
19019,6,1990
19019,6,2010
19021,5,2000
19021,5,1990
19021,5,2010
19023,6,2000
19023,6,1990
19023,6,2010
19025,6,2000
19025,6,1990
19025,6,2010
19027,6,2000
19027,6,1990
19027,6,2010
19029,6,2000
19029,6,1990
19029,6,2010
19105,6,2000
19105,6,1990
19031,6,2010
19033,5,2000
19033,5,1990
19033,5,2010
19141,6,2000
19141,6,1990
19035,6,2010
19037,6,2000
19037,6,1990
19037,6,2010
19175,6,2000
19175,6,1990
19039,6,2010
19041,5,2000
19041,5,1990
19041,5,2010
19043,6,2000
19043,6,1990
19043,6,2010
19045,5,2000
19045,5,1990
19045,5,2010
19047,6,2000
19047,6,1990
19047,6,2010
19049,3,2000
19049,3,1990
19049,3,2010
19051,5,2000
19051,5,1990
19051,5,2010
19053,6,2000
19053,6,1990
19053,6,2010
19055,6,2000
19055,6,1990
19055,6,2010
19057,5,2000
19057,5,1990
19057,5,2010
19059,5,2000
19059,5,1990
19059,5,2010
19061,4,2000
19061,4,1990
19061,4,2010
19063,6,2000
19063,6,1990
19063,6,2010
19065,6,2000
19065,6,1990
19065,6,2010
19067,6,2000
19067,6,1990
19067,6,2010
19069,6,2000
19069,6,1990
19069,6,2010
19145,6,2000
19145,6,1990
19071,6,2010
19073,6,2000
19073,6,1990
19073,6,2010
19075,4,2000
19075,4,1990
19075,4,2010
19077,3,2000
19077,3,1990
19077,3,2010
19079,6,2000
19079,6,1990
19079,6,2010
19081,6,2000
19081,6,1990
19081,6,2010
19083,6,2000
19083,6,1990
19083,6,2010
19155,3,2000
19155,3,1990
19085,3,2010
19087,6,2000
19087,6,1990
19087,6,2010
19089,6,2000
19089,6,1990
19089,6,2010
19091,6,2000
19091,6,1990
19091,6,2010
19093,6,2000
19093,6,1990
19093,6,2010
19095,6,2000
19095,6,1990
19095,6,2010
19097,6,2000
19097,6,1990
19097,6,2010
19099,5,2000
19099,5,1990
19099,5,2010
19101,5,2000
19101,5,1990
19101,5,2010
19103,4,2000
19103,4,1990
19103,4,2010
19105,3,2000
19105,3,1990
19105,3,2010
19107,6,2000
19107,6,1990
19107,6,2010
19109,6,2000
19109,6,1990
19109,6,2010
19111,5,2000
19111,5,1990
19111,5,2010
19113,3,2000
19113,3,1990
19113,3,2010
19115,6,2000
19115,6,1990
19115,6,2010
19117,6,2000
19117,6,1990
19117,6,2010
19119,6,2000
19119,6,1990
19119,6,2010
19121,3,2000
19121,3,1990
19121,3,2010
19123,5,2000
19123,5,1990
19123,5,2010
19125,6,2000
19125,6,1990
19125,6,2010
19099,5,2000
19127,5,1990
19127,5,2010
19129,3,2000
19129,3,1990
19129,3,2010
19131,6,2000
19131,6,1990
19131,6,2010
19085,6,2000
19085,6,1990
19133,6,2010
19123,6,2000
19123,6,1990
19135,6,2010
19137,6,2000
19137,6,1990
19137,6,2010
19139,5,2000
19139,5,1990
19139,5,2010
19141,6,2000
19141,6,1990
19141,6,2010
19143,6,2000
19143,6,1990
19143,6,2010
19145,6,2000
19145,6,1990
19145,6,2010
19147,6,2000
19147,6,1990
19147,6,2010
19149,4,2000
19149,4,1990
19149,4,2010
19151,6,2000
19151,6,1990
19151,6,2010
19153,3,2000
19153,3,1990
19153,3,2010
19155,3,2000
19155,3,1990
19155,3,2010
19157,6,2000
19157,6,1990
19157,6,2010
19159,6,2000
19159,6,1990
19159,6,2010
19161,6,2000
19161,6,1990
19161,6,2010
19163,3,2000
19163,3,1990
19163,3,2010
19155,6,2000
19155,6,1990
19165,6,2010
19167,6,2000
19167,6,1990
19167,6,2010
19169,4,2000
19169,4,1990
19169,4,2010
19157,6,2000
19157,6,1990
19171,6,2010
19173,6,2000
19173,6,1990
19173,6,2010
19175,6,2000
19175,6,1990
19175,6,2010
19177,6,2000
19177,6,1990
19177,6,2010
19179,5,2000
19179,5,1990
19179,5,2010
19181,3,2000
19181,3,1990
19181,3,2010
19183,4,2000
19183,4,1990
19183,4,2010
19117,6,2000
19117,6,1990
19185,6,2010
19187,5,2000
19187,5,1990
19187,5,2010
19189,6,2000
19189,6,1990
19189,6,2010
19191,6,2000
19191,6,1990
19191,6,2010
19193,4,2000
19193,4,1990
19193,4,2010
19195,5,2000
19195,5,1990
19195,5,2010
19197,6,2000
19197,6,1990
19197,6,2010
20011,6,2000
20011,6,1990
20001,6,2010
20107,6,2000
20107,6,1990
20003,6,2010
20103,5,2000
20103,5,1990
20005,5,2010
20007,6,2000
20007,6,1990
20007,6,2010
20009,5,2000
20009,5,1990
20009,5,2010
20037,6,2000
20037,6,1990
20011,6,2010
20013,6,2000
20013,6,1990
20013,6,2010
20173,3,2000
20173,3,1990
20015,3,2010
20073,6,2000
20073,6,1990
20017,6,2010
20035,6,2000
20125,6,1990
20019,6,2010
20021,6,2000
20021,6,1990
20021,6,2010
20023,6,2000
20023,6,1990
20023,6,2010
20025,6,2000
20025,6,1990
20025,6,2010
20161,6,2000
20161,6,1990
20027,6,2010
20029,6,2000
20029,6,1990
20029,6,2010
20031,6,2000
20031,6,1990
20031,6,2010
20033,6,2000
20033,6,1990
20033,6,2010
20035,5,2000
20035,5,1990
20035,5,2010
20037,5,2000
20037,5,1990
20037,5,2010
20039,6,2000
20039,6,1990
20039,6,2010
20041,6,2000
20041,6,1990
20041,6,2010
20005,4,2000
20005,4,1990
20043,4,2010
20045,4,2000
20045,4,1990
20045,4,2010
20047,6,2000
20047,6,1990
20047,6,2010
20035,6,2000
20035,6,1990
20049,6,2010
20051,5,2000
20051,5,1990
20051,5,2010
20169,6,2000
20169,6,1990
20053,6,2010
20055,5,2000
20055,5,1990
20055,5,2010
20057,5,2000
20057,5,1990
20057,5,2010
20059,5,2000
20059,5,1990
20059,5,2010
20061,5,2000
20061,5,1990
20061,5,2010
20063,6,2000
20063,6,1990
20063,6,2010
20065,6,2000
20065,6,1990
20065,6,2010
20067,6,2000
20067,6,1990
20067,6,2010
20069,6,2000
20069,6,1990
20069,6,2010
20199,6,2000
20199,6,1990
20071,6,2010
20073,6,2000
20073,6,1990
20073,6,2010
20075,6,2000
20075,6,1990
20075,6,2010
20077,6,2000
20077,6,1990
20077,6,2010
20079,3,2000
20079,3,1990
20079,3,2010
20081,6,2000
20081,6,1990
20081,6,2010
20083,6,2000
20083,6,1990
20083,6,2010
20085,4,2000
20085,4,1990
20085,4,2010
20045,4,2000
20045,4,1990
20087,4,2010
20089,6,2000
20089,6,1990
20089,6,2010
20091,2,2000
20091,2,1990
20091,2,2010
20093,5,2000
20093,5,1990
20093,5,2010
20095,3,2000
20095,3,1990
20095,3,2010
20097,6,2000
20097,6,1990
20097,6,2010
20099,5,2000
20099,5,1990
20099,5,2010
20101,6,2000
20101,6,1990
20101,6,2010
20103,2,2000
20103,2,1990
20103,2,2010
20169,6,2000
20169,6,1990
20105,6,2010
20121,2,2000
20121,2,1990
20107,2,2010
20109,6,2000
20109,6,1990
20109,6,2010
20111,5,2000
20111,5,1990
20111,5,2010
20113,5,2000
20113,5,1990
20113,5,2010
20115,6,2000
20115,6,1990
20115,6,2010
20161,6,2000
20161,6,1990
20117,6,2010
20119,6,2000
20119,6,1990
20119,6,2010
20121,2,2000
20121,2,1990
20121,2,2010
20123,6,2000
20123,6,1990
20123,6,2010
20125,5,2000
20125,5,1990
20125,5,2010
20197,6,2000
20197,6,1990
20127,6,2010
20129,6,2000
20129,6,1990
20129,6,2010
20131,6,2000
20131,6,1990
20131,6,2010
20133,6,2000
20133,6,1990
20133,6,2010
20135,6,2000
20135,6,1990
20135,6,2010
20137,6,2000
20137,6,1990
20137,6,2010
20177,4,2000
20177,4,1990
20139,4,2010
20141,6,2000
20141,6,1990
20141,6,2010
20041,5,2000
20041,5,1990
20143,5,2010
20145,6,2000
20145,6,1990
20145,6,2010
20147,6,2000
20147,6,1990
20147,6,2010
20177,4,2000
20177,4,1990
20149,4,2010
20151,6,2000
20151,6,1990
20151,6,2010
20039,6,2000
20039,6,1990
20153,6,2010
20155,5,2000
20155,5,1990
20155,5,2010
20157,6,2000
20157,6,1990
20157,6,2010
20159,6,2000
20159,6,1990
20159,6,2010
20161,4,2000
20161,4,1990
20161,4,2010
20163,6,2000
20163,6,1990
20163,6,2010
20165,6,2000
20165,6,1990
20165,6,2010
20167,6,2000
20167,6,1990
20167,6,2010
20169,5,2000
20169,5,1990
20169,5,2010
20171,6,2000
20171,6,1990
20171,6,2010
20173,3,2000
20173,3,1990
20173,3,2010
20175,5,2000
20175,5,1990
20175,5,2010
20177,4,2000
20177,4,1990
20177,4,2010
20179,6,2000
20179,6,1990
20179,6,2010
20181,6,2000
20181,6,1990
20181,6,2010
20183,6,2000
20183,6,1990
20183,6,2010
20185,6,2000
20185,6,1990
20185,6,2010
20187,6,2000
20187,6,1990
20187,6,2010
20189,6,2000
20189,6,1990
20189,6,2010
20035,3,2000
20035,3,1990
20191,3,2010
20193,6,2000
20193,6,1990
20193,6,2010
20195,6,2000
20195,6,1990
20195,6,2010
20111,4,2000
20111,4,1990
20197,4,2010
20199,6,2000
20199,6,1990
20199,6,2010
20201,6,2000
20201,6,1990
20201,6,2010
20203,6,2000
20203,6,1990
20203,6,2010
20125,6,2000
20125,6,1990
20205,6,2010
20207,6,2000
20207,6,1990
20207,6,2010
20209,2,2000
20209,2,1990
20209,2,2010
21001,6,2000
21001,6,1990
21001,6,2010
21003,4,2000
21213,4,1990
21003,4,2010
21005,5,2000
21005,5,1990
21005,5,2010
21007,5,2000
21007,5,1990
21007,5,2010
21009,5,2000
21009,5,1990
21009,5,2010
21011,5,2000
21011,5,1990
21011,5,2010
21095,5,2000
21095,5,1990
21013,5,2010
21015,2,2000
21015,2,1990
21015,2,2010
21017,3,2000
21017,3,1990
21017,3,2010
21019,3,2000
21019,3,1990
21019,3,2010
21021,5,2000
21021,5,1990
21021,5,2010
21023,2,2000
21023,2,1990
21023,2,2010
21025,6,2000
21025,6,1990
21025,6,2010
21027,6,2000
21027,6,1990
21027,6,2010
21029,2,2000
21029,2,1990
21029,2,2010
21031,4,2000
21031,4,1990
21031,4,2010
21107,6,2000
21107,6,1990
21033,6,2010
21035,5,2000
21035,5,1990
21035,5,2010
21037,2,2000
21037,2,1990
21037,2,2010
21007,6,2000
21007,6,1990
21039,6,2010
21041,6,2000
21041,6,1990
21041,6,2010
21019,6,2000
21019,6,1990
21043,6,2010
21001,6,2000
21001,6,1990
21045,6,2010
21047,3,2000
21047,3,1990
21047,3,2010
21049,3,2000
21049,3,1990
21049,3,2010
21051,6,2000
21051,6,1990
21051,6,2010
21053,6,2000
21053,6,1990
21053,6,2010
21055,6,2000
21055,6,1990
21055,6,2010
21057,6,2000
21057,6,1990
21057,6,2010
21059,4,2000
21059,4,1990
21059,4,2010
21061,4,2000
21061,4,1990
21061,4,2010
21043,6,2000
21043,6,1990
21063,6,2010
21065,6,2000
21065,6,1990
21065,6,2010
21067,3,2000
21067,3,1990
21067,3,2010
21069,6,2000
21069,6,1990
21069,6,2010
21195,6,2000
21195,6,1990
21071,6,2010
21073,5,2000
21073,5,1990
21073,5,2010
21075,5,2000
21075,5,1990
21075,5,2010
21077,2,2000
21077,2,1990
21077,2,2010
21079,6,2000
21079,6,1990
21079,6,2010
21117,2,2000
21117,2,1990
21081,2,2010
21083,5,2000
21083,5,1990
21083,5,2010
21085,6,2000
21085,6,1990
21085,6,2010
21217,6,2000
21217,6,1990
21087,6,2010
21089,3,2000
21089,3,1990
21089,3,2010
21091,4,2000
21091,4,1990
21091,4,2010
21093,4,2000
21093,4,1990
21093,4,2010
21095,6,2000
21095,6,1990
21095,6,2010
21097,6,2000
21097,6,1990
21097,6,2010
21099,6,2000
21099,6,1990
21099,6,2010
21101,3,2000
21101,3,1990
21101,3,2010
21103,2,2000
21103,2,1990
21103,2,2010
21105,6,2000
21105,6,1990
21105,6,2010
21107,5,2000
21107,5,1990
21107,5,2010
21109,6,2000
21109,6,1990
21109,6,2010
21111,1,2000
21111,1,1990
21111,1,2010
21067,3,2000
21067,3,1990
21113,3,2010
21115,6,2000
21115,6,1990
21115,6,2010
21117,2,2000
21117,2,1990
21117,2,2010
21133,6,2000
21133,6,1990
21119,6,2010
21121,5,2000
21121,5,1990
21121,5,2010
21217,4,2000
21217,4,1990
21123,4,2010
21125,5,2000
21125,5,1990
21125,5,2010
21115,6,2000
21115,6,1990
21127,6,2010
21129,6,2000
21129,6,1990
21129,6,2010
21131,6,2000
21131,6,1990
21131,6,2010
21133,6,2000
21133,6,1990
21133,6,2010
21089,6,2000
21089,6,1990
21135,6,2010
21021,5,2000
21021,5,1990
21137,5,2010
21139,5,2000
21139,5,1990
21139,5,2010
21141,6,2000
21141,6,1990
21141,6,2010
21143,6,2000
21143,6,1990
21143,6,2010
21145,5,2000
21145,5,1990
21145,5,2010
21147,6,2000
21147,6,1990
21147,6,2010
21149,4,2000
21149,4,1990
21149,4,2010
21151,5,2000
21151,5,1990
21151,5,2010
21153,6,2000
21153,6,1990
21153,6,2010
21155,6,2000
21155,6,1990
21155,6,2010
21157,6,2000
21157,6,1990
21157,6,2010
21159,6,2000
21159,6,1990
21159,6,2010
21161,5,2000
21161,5,1990
21161,5,2010
21163,4,2000
21163,4,1990
21163,4,2010
21165,5,2000
21165,5,1990
21165,5,2010
21167,6,2000
21167,6,1990
21167,6,2010
21001,5,2000
21001,5,1990
21169,5,2010
21171,6,2000
21171,6,1990
21171,6,2010
21049,5,2000
21049,5,1990
21173,5,2010
21175,6,2000
21175,6,1990
21175,6,2010
21107,6,2000
21107,6,1990
21177,6,2010
21179,5,2000
21179,5,1990
21179,5,2010
21181,6,2000
21181,6,1990
21181,6,2010
21183,6,2000
21183,6,1990
21183,6,2010
21185,2,2000
21185,2,1990
21185,2,2010
21187,6,2000
21041,6,1990
21187,6,2010
21189,6,2000
21189,6,1990
21189,6,2010
21081,2,2000
21081,2,1990
21191,2,2010
21193,6,2000
21193,6,1990
21193,6,2010
21195,6,2000
21195,6,1990
21195,6,2010
21197,6,2000
21197,6,1990
21197,6,2010
21199,5,2000
21199,5,1990
21199,5,2010
21023,6,2000
21023,6,1990
21201,6,2010
21203,5,2000
21203,5,1990
21203,5,2010
21205,6,2000
21205,6,1990
21205,6,2010
21001,6,2000
21001,6,1990
21207,6,2010
21067,3,2000
21067,3,1990
21209,3,2010
21211,2,2000
21211,2,1990
21211,2,2010
21213,6,2000
21213,6,1990
21213,6,2010
21215,2,2000
21215,2,1990
21215,2,2010
21217,5,2000
21217,5,1990
21217,5,2010
21047,6,2000
21047,6,1990
21219,6,2010
21221,3,2000
21221,3,1990
21221,3,2010
21223,2,2000
21223,2,1990
21223,2,2010
21225,6,2000
21225,6,1990
21225,6,2010
21227,4,2000
21227,4,1990
21227,4,2010
21229,6,2000
21229,6,1990
21229,6,2010
21231,6,2000
21231,6,1990
21231,6,2010
21233,6,2000
21233,6,1990
21233,6,2010
21235,5,2000
21235,5,1990
21235,5,2010
21237,6,2000
21237,6,1990
21237,6,2010
21239,3,2000
21239,3,1990
21239,3,2010
22001,3,2000
22001,3,1990
22001,3,2010
22079,6,2000
22079,6,1990
22003,6,2010
22005,3,2000
22005,3,1990
22005,3,2010
22007,6,2000
22007,6,1990
22007,6,2010
22009,6,2000
22009,6,1990
22009,6,2010
22115,5,2000
22115,5,1990
22011,5,2010
22013,6,2000
22013,6,1990
22013,6,2010
22017,3,2000
22017,3,1990
22015,3,2010
22017,3,2000
22017,3,1990
22017,3,2010
22019,4,2000
22019,4,1990
22019,4,2010
22021,6,2000
22021,6,1990
22021,6,2010
22023,4,2000
22023,4,1990
22023,4,2010
22041,6,2000
22041,6,1990
22025,6,2010
22119,6,2000
22119,6,1990
22027,6,2010
22029,5,2000
22029,5,1990
22029,5,2010
22031,3,2000
22031,3,1990
22031,3,2010
22033,3,2000
22033,3,1990
22033,3,2010
22035,6,2000
22035,6,1990
22035,6,2010
22037,3,2000
22037,3,1990
22037,3,2010
22039,6,2000
22039,6,1990
22039,6,2010
22041,6,2000
22041,6,1990
22041,6,2010
22043,4,2000
22043,4,1990
22043,4,2010
22045,3,2000
22045,3,1990
22045,3,2010
22047,3,2000
22047,3,1990
22047,3,2010
22049,6,2000
22049,6,1990
22049,6,2010
22051,2,2000
22071,2,1990
22051,2,2010
22053,6,2000
22053,6,1990
22053,6,2010
22055,3,2000
22055,3,1990
22055,3,2010
22109,4,2000
22109,4,1990
22057,4,2010
22059,6,2000
22059,6,1990
22059,6,2010
22061,5,2000
22061,5,1990
22061,5,2010
22033,3,2000
22033,3,1990
22063,3,2010
22065,6,2000
22065,6,1990
22065,6,2010
22073,5,2000
22073,5,1990
22067,5,2010
22069,5,2000
22069,5,1990
22069,5,2010
22071,1,2000
22071,1,1990
22071,1,2010
22073,4,2000
22073,4,1990
22073,4,2010
22051,2,2000
22051,2,1990
22075,2,2010
22077,3,2000
22077,3,1990
22077,3,2010
22079,4,2000
22079,4,1990
22079,4,2010
22081,6,2000
22081,6,1990
22081,6,2010
22073,6,2000
22073,6,1990
22083,6,2010
22085,6,2000
22085,6,1990
22085,6,2010
22087,2,2000
22087,2,1990
22087,2,2010
22089,2,2000
22089,2,1990
22089,2,2010
22091,3,2000
22091,3,1990
22091,3,2010
22005,2,2000
22005,2,1990
